shipment_id,order_id,carrier,tracking_number,ship_date,status
SHP0000377,ORD0000377,UPS,iTE41824090,2024-05-26,Delivered
SHP0000378,ORD0000378,FedEx,rCm30124645,2025-03-23,In Transit
SHP0000379,ORD0000379,UPS,Yyp03201847,2025-05-24,In Transit
SHP0000380,ORD0000380,USPS,FIv15292114,2023-10-08,Delivered
SHP0000381,ORD0000381,USPS,Zzj58955526,2025-10-16,In Transit
SHP0000382,ORD0000382,DHL,mVd23661377,2026-04-04,Delivered
SHP0000383,ORD0000383,DHL,YDl22905002,2026-04-11,Pending
SHP0000384,ORD0000384,USPS,MiC26683247,2025-04-14,Pending
SHP0000385,ORD0000385,UPS,flm28637088,2023-10-11,In Transit
SHP0000386,ORD0000386,USPS,VIn35053181,2025-04-09,Pending
SHP0000387,ORD0000387,USPS,uEa79072458,2026-01-13,In Transit
SHP0000388,ORD0000388,UPS,FAg73320692,2026-01-13,In Transit
SHP0000389,ORD0000389,FedEx,ePb31010052,2025-09-09,Delivered
SHP0000390,ORD0000390,UPS,tnR55117277,2024-08-06,Pending
SHP0000391,ORD0000391,FedEx,OOS09017732,2024-12-22,Delivered
SHP0000392,ORD0000392,UPS,uID63717508,2026-03-14,Pending
SHP0000393,ORD0000393,USPS,BWL72593064,2023-12-25,Pending
SHP0000394,ORD0000394,DHL,xZD23868238,2025-08-04,Pending
SHP0000395,ORD0000395,FedEx,NzM91459980,2024-03-19,Delivered
SHP0000396,ORD0000396,UPS,tSj41932086,2024-06-01,In Transit
SHP0000397,ORD0000397,USPS,QcU78985114,2026-02-28,In Transit
SHP0000398,ORD0000398,DHL,yuo73022915,2024-04-17,In Transit
SHP0000399,ORD0000399,FedEx,HUV22665370,2024-10-01,In Transit
SHP0000400,ORD0000400,DHL,XMa12466157,2024-05-19,Delivered
SHP0000401,ORD0000401,USPS,Qlq37180284,2025-07-12,Delivered
SHP0000402,ORD0000402,DHL,tlY67941188,2025-05-13,Pending
SHP0000403,ORD0000403,DHL,JeI54081466,2026-04-09,In Transit
SHP0000404,ORD0000404,UPS,srk76227350,2025-10-22,Delivered
SHP0000405,ORD0000405,UPS,VPU80016582,2024-01-14,Delivered
SHP0000406,ORD0000406,DHL,pLo61808112,2024-05-28,In Transit
SHP0000407,ORD0000407,FedEx,ZoK10197776,2026-06-03,Delivered
SHP0000408,ORD0000408,USPS,XSV94792094,2024-04-29,Delivered
SHP0000409,ORD0000409,UPS,gqn30338712,2026-06-03,In Transit
SHP0000410,ORD0000410,UPS,Jqd77931762,2023-08-20,Delivered
SHP0000411,ORD0000411,FedEx,JvO72687130,2026-03-30,Delivered
SHP0000412,ORD0000412,DHL,XSS07451143,2025-05-12,Delivered
SHP0000413,ORD0000413,DHL,CqL23151438,2023-08-24,Delivered
SHP0000414,ORD0000414,FedEx,gpA44053750,2024-08-01,Delivered
SHP0000415,ORD0000415,DHL,ohN30507312,2024-04-18,In Transit
SHP0000416,ORD0000416,USPS,SxB18717734,2024-08-19,In Transit
SHP0000417,ORD0000417,USPS,Lnl63683641,2025-02-13,Delivered
SHP0000418,ORD0000418,UPS,gPq26953101,2024-09-29,Delivered
SHP0000419,ORD0000419,USPS,rkE09245906,2025-10-27,Delivered
SHP0000420,ORD0000420,DHL,sSr34563251,2026-01-09,Delivered
SHP0000421,ORD0000421,DHL,LeW39860586,2026-06-14,Pending
SHP0000422,ORD0000422,DHL,bAK79367978,2025-12-10,In Transit
SHP0000423,ORD0000423,FedEx,llc46557200,2025-03-10,In Transit
SHP0000424,ORD0000424,UPS,vfD10046530,2026-04-04,Delivered
SHP0000425,ORD0000425,FedEx,wsV76318934,2024-06-02,In Transit
SHP0000426,ORD0000426,FedEx,zob48087071,2024-08-10,Pending
SHP0000427,ORD0000427,DHL,gcy50946151,2025-12-03,In Transit
SHP0000428,ORD0000428,USPS,bMU58406916,2026-04-19,In Transit
SHP0000429,ORD0000429,DHL,Oms34252587,2023-10-12,Delivered
SHP0000430,ORD0000430,USPS,HUW27103799,2023-09-26,In Transit
SHP0000431,ORD0000431,DHL,VAH28428218,2024-11-04,In Transit
SHP0000432,ORD0000432,DHL,WNW83279248,2024-05-08,Delivered
SHP0000433,ORD0000433,FedEx,BdY37834234,2024-11-22,Delivered
SHP0000434,ORD0000434,DHL,qlt56235377,2025-05-23,Delivered
SHP0000435,ORD0000435,DHL,QZv17447698,2025-02-27,Delivered
SHP0000436,ORD0000436,DHL,CLY07266841,2026-05-17,Pending
SHP0000437,ORD0000437,FedEx,gsL50269466,2024-06-18,Pending
SHP0000438,ORD0000438,UPS,Vqp24228965,2025-11-18,In Transit
SHP0000439,ORD0000439,DHL,gOk17563003,2024-09-03,Delivered
SHP0000440,ORD0000440,USPS,tkR59494120,2026-03-10,In Transit
SHP0000441,ORD0000441,FedEx,JFM01904708,2026-05-26,Delivered
SHP0000442,ORD0000442,DHL,eQT78541977,2023-09-04,Pending
SHP0000443,ORD0000443,UPS,NSm87057933,2025-10-10,Delivered
SHP0000444,ORD0000444,DHL,gHs78706855,2024-02-08,Delivered
SHP0000445,ORD0000445,UPS,KHc81568020,2024-05-07,Pending
SHP0000446,ORD0000446,UPS,IfI01138270,2024-08-14,Delivered
SHP0000447,ORD0000447,USPS,RsX21806835,2023-07-04,Pending
SHP0000448,ORD0000448,USPS,UpE37039092,2025-12-21,Delivered
SHP0000449,ORD0000449,UPS,OQG67617074,2023-09-13,Delivered
SHP0000450,ORD0000450,DHL,JtK80708849,2023-10-06,Delivered
SHP0000451,ORD0000451,DHL,nlD86940766,2023-11-20,Pending
SHP0000452,ORD0000452,UPS,DqC99214058,2023-11-07,In Transit
SHP0000453,ORD0000453,DHL,qaU97933246,2023-12-20,Delivered
SHP0000454,ORD0000454,USPS,pCl26073012,2023-08-30,Pending
SHP0000455,ORD0000455,UPS,LgA23555369,2024-12-22,Delivered
SHP0000456,ORD0000456,UPS,Sgk40893879,2025-08-12,Pending
SHP0000457,ORD0000457,UPS,nne16104927,2024-10-28,In Transit
SHP0000458,ORD0000458,FedEx,vhG71778417,2025-05-17,In Transit
SHP0000459,ORD0000459,DHL,KVF76934501,2025-05-30,Pending
SHP0000460,ORD0000460,DHL,WjY00637980,2025-12-08,In Transit
SHP0000461,ORD0000461,FedEx,ows03631457,2024-04-11,In Transit
SHP0000462,ORD0000462,DHL,cyj41932908,2024-10-06,Delivered
SHP0000463,ORD0000463,UPS,sGR08337630,2026-05-23,Pending
SHP0000464,ORD0000464,DHL,xCW07555148,2025-01-01,In Transit
SHP0000465,ORD0000465,UPS,wQJ13265872,2025-11-05,In Transit
SHP0000466,ORD0000466,USPS,exw41217667,2025-08-01,In Transit
SHP0000467,ORD0000467,USPS,ghg12258563,2024-02-15,In Transit
SHP0000468,ORD0000468,UPS,NJo67126446,2026-04-14,Pending
SHP0000469,ORD0000469,FedEx,EqZ94770409,2024-09-12,Pending
SHP0000470,ORD0000470,USPS,tKF77798711,2026-04-02,Delivered
SHP0000471,ORD0000471,FedEx,jck31502102,2024-01-30,In Transit
SHP0000472,ORD0000472,DHL,Tqm99694918,2023-10-06,Delivered
SHP0000473,ORD0000473,DHL,HLr08853172,2024-09-05,In Transit
SHP0000474,ORD0000474,UPS,mOs06173687,2025-08-24,Delivered
SHP0000475,ORD0000475,FedEx,rFO95783099,2025-11-01,Delivered
SHP0000476,ORD0000476,DHL,Ugd07299444,2026-03-08,Delivered
SHP0000477,ORD0000477,FedEx,eFg57834028,2025-03-20,In Transit
SHP0000478,ORD0000478,UPS,Ylo10209836,2024-04-22,Delivered
SHP0000479,ORD0000479,UPS,Rxf59582736,2024-05-20,In Transit
SHP0000480,ORD0000480,USPS,YZP77745262,2024-08-21,In Transit
SHP0000481,ORD0000481,DHL,iOH30870709,2026-02-25,In Transit
SHP0000482,ORD0000482,USPS,oGw94972346,2025-01-04,Delivered
SHP0000483,ORD0000483,UPS,DNy74867898,2024-06-25,In Transit
SHP0000484,ORD0000484,USPS,ZLR67099528,2025-05-24,Delivered
SHP0000485,ORD0000485,UPS,rEJ94988904,2026-01-26,In Transit
SHP0000486,ORD0000486,DHL,AWu03091759,2026-04-13,Delivered
SHP0000487,ORD0000487,USPS,GHC03287160,2025-02-09,Delivered
SHP0000488,ORD0000488,UPS,gfI02002612,2023-10-09,In Transit
SHP0000489,ORD0000489,USPS,LtW49744377,2025-12-19,Delivered
SHP0000490,ORD0000490,USPS,Kqi83692099,2026-03-15,In Transit
SHP0000491,ORD0000491,UPS,SeE91233590,2026-01-20,Delivered
SHP0000492,ORD0000492,DHL,dsd36516927,2024-12-24,Delivered
SHP0000493,ORD0000493,DHL,Jqp95490995,2024-01-03,Pending
SHP0000494,ORD0000494,USPS,Nhn38916410,2024-11-28,In Transit
SHP0000495,ORD0000495,DHL,nsc17531229,2024-07-18,Pending
SHP0000496,ORD0000496,USPS,Phy33061280,2023-07-26,Delivered
SHP0000497,ORD0000497,FedEx,Kqp86455125,2025-04-17,In Transit
SHP0000498,ORD0000498,DHL,eNa79833986,2023-08-22,Delivered
SHP0000499,ORD0000499,USPS,CDL54195884,2026-01-25,Delivered
SHP0000500,ORD0000500,FedEx,Djj19564174,2024-10-08,Delivered
SHP0000501,ORD0000501,FedEx,XSw64128923,2023-08-22,In Transit
SHP0000502,ORD0000502,UPS,NOZ37304832,2025-05-15,Delivered
SHP0000503,ORD0000503,DHL,lQk42919011,2025-04-07,Delivered
SHP0000504,ORD0000504,FedEx,kKq16994441,2025-06-14,In Transit
SHP0000505,ORD0000505,FedEx,umW99832838,2025-05-18,In Transit
SHP0000506,ORD0000506,FedEx,UNw18124271,2024-08-18,In Transit
SHP0000507,ORD0000507,USPS,YXA63924456,2026-02-28,Delivered
SHP0000508,ORD0000508,USPS,NTx79312658,2025-08-21,Delivered
SHP0000509,ORD0000509,USPS,guj33895670,2023-10-25,Delivered
SHP0000510,ORD0000510,USPS,cPZ28828269,2024-12-24,Delivered
SHP0000511,ORD0000511,DHL,ijk55740403,2025-02-27,Pending
SHP0000512,ORD0000512,DHL,Bcn69187813,2023-10-14,Delivered
SHP0000513,ORD0000513,DHL,tmW55698262,2024-08-05,Delivered
SHP0000514,ORD0000514,FedEx,NAs85379042,2024-06-20,Delivered
SHP0000515,ORD0000515,USPS,AJr27582783,2025-11-03,Delivered
SHP0000516,ORD0000516,DHL,ePa11232265,2024-01-31,Delivered
SHP0000517,ORD0000517,USPS,Btu58849968,2024-01-03,In Transit
SHP0000518,ORD0000518,UPS,mxS38667812,2024-09-05,Delivered
SHP0000519,ORD0000519,FedEx,kvW71513998,2023-10-01,Delivered
SHP0000520,ORD0000520,USPS,toZ70882700,2024-01-08,In Transit
SHP0000521,ORD0000521,USPS,Jop82930242,2025-06-10,Pending
SHP0000522,ORD0000522,DHL,rbg57172965,2024-07-08,Pending
SHP0000523,ORD0000523,UPS,FUu17119725,2024-07-29,Delivered
SHP0000524,ORD0000524,UPS,UsD99696620,2025-02-16,Pending
SHP0000525,ORD0000525,UPS,kGG42636251,2025-09-02,Pending
SHP0000526,ORD0000526,FedEx,WbP06176000,2024-07-24,Delivered
SHP0000527,ORD0000527,USPS,iCP27725511,2025-02-01,Delivered
SHP0000528,ORD0000528,FedEx,XTR92416502,2025-09-27,Delivered
SHP0000529,ORD0000529,UPS,YIi11420878,2025-12-21,Delivered
SHP0000530,ORD0000530,UPS,wrU38269983,2024-01-17,In Transit
SHP0000531,ORD0000531,UPS,xLO63082278,2025-08-07,In Transit
SHP0000532,ORD0000532,FedEx,vXW35570912,2024-06-08,Pending
SHP0000533,ORD0000533,UPS,mXu42740748,2025-01-18,Delivered
SHP0000534,ORD0000534,DHL,SZT69876288,2025-05-22,Delivered
SHP0000535,ORD0000535,FedEx,rPS72277252,2024-07-29,Delivered
SHP0000536,ORD0000536,DHL,SMa35925329,2024-01-22,Delivered
SHP0000537,ORD0000537,FedEx,YTA55686936,2025-05-16,Pending
SHP0000538,ORD0000538,UPS,Llu80085830,2025-06-13,Delivered
SHP0000539,ORD0000539,FedEx,LbR10166881,2025-08-03,Delivered
SHP0000540,ORD0000540,DHL,Oef93293168,2024-05-14,In Transit
SHP0000541,ORD0000541,FedEx,Lji71873792,2025-03-21,Delivered
SHP0000542,ORD0000542,UPS,xYD71763971,2023-11-03,Delivered
SHP0000543,ORD0000543,UPS,bWj86198566,2025-01-12,Pending
SHP0000544,ORD0000544,UPS,tjy38243430,2024-04-01,Pending
SHP0000545,ORD0000545,USPS,dME39186379,2025-09-20,Delivered
SHP0000546,ORD0000546,FedEx,VIv02206789,2025-06-12,Delivered
SHP0000547,ORD0000547,USPS,NVA86055850,2025-06-21,In Transit
SHP0000548,ORD0000548,FedEx,wSR62699403,2023-06-19,In Transit
SHP0000549,ORD0000549,FedEx,uKa82502594,2023-09-29,Delivered
SHP0000550,ORD0000550,USPS,BbB23642615,2023-07-17,In Transit
SHP0000551,ORD0000551,FedEx,hdU67547062,2025-06-06,Pending
SHP0000552,ORD0000552,DHL,KTX76284141,2024-12-05,Pending
SHP0000553,ORD0000553,DHL,POO75622756,2023-08-11,Delivered
SHP0000554,ORD0000554,DHL,sfx19014257,2023-12-15,Pending
SHP0000555,ORD0000555,FedEx,yhf77213742,2025-02-28,Delivered
SHP0000556,ORD0000556,FedEx,EXK19034169,2024-07-09,Pending
SHP0000557,ORD0000557,FedEx,cbT37979021,2025-01-18,Delivered
SHP0000558,ORD0000558,USPS,bHJ40775010,2025-09-21,Pending
SHP0000559,ORD0000559,UPS,kja04545326,2024-08-05,Delivered
SHP0000560,ORD0000560,UPS,YwA80027127,2023-12-28,Delivered
SHP0000561,ORD0000561,DHL,xZP94688306,2024-07-26,Delivered
SHP0000562,ORD0000562,UPS,FSZ90431253,2025-08-24,Pending
SHP0000563,ORD0000563,FedEx,SyC96156482,2025-10-22,Delivered
SHP0000564,ORD0000564,USPS,BII46954740,2026-02-19,Delivered
SHP0000565,ORD0000565,DHL,Rqn61737039,2025-09-12,Delivered
SHP0000566,ORD0000566,DHL,DIb16850093,2025-05-10,Delivered
SHP0000567,ORD0000567,DHL,Dei33558130,2025-06-05,Delivered
SHP0000568,ORD0000568,USPS,jbv12884936,2026-02-05,Delivered
SHP0000569,ORD0000569,UPS,jId09816129,2026-02-10,Pending
SHP0000570,ORD0000570,FedEx,ald38758486,2024-10-17,In Transit
SHP0000571,ORD0000571,FedEx,LHo18146192,2026-03-28,In Transit
SHP0000572,ORD0000572,USPS,Yvw98072038,2023-10-24,Pending
SHP0000573,ORD0000573,DHL,kVo56335186,2025-08-23,In Transit
SHP0000574,ORD0000574,UPS,eNf68658495,2026-01-05,Delivered
SHP0000575,ORD0000575,USPS,vsh51852552,2023-12-17,Delivered
SHP0000576,ORD0000576,UPS,cAI51666040,2025-02-10,Pending
SHP0000577,ORD0000577,DHL,FCT66402114,2023-06-17,Pending
SHP0000578,ORD0000578,USPS,dnW44594738,2025-05-31,Delivered
SHP0000579,ORD0000579,FedEx,tgF59225341,2025-09-11,Delivered
SHP0000580,ORD0000580,DHL,XwR89301570,2024-01-17,Delivered
SHP0000581,ORD0000581,UPS,Sau42514197,2023-12-28,In Transit
SHP0000582,ORD0000582,UPS,EVz35882339,2024-10-21,In Transit
SHP0000583,ORD0000583,DHL,qdN97233925,2025-08-26,Pending
SHP0000584,ORD0000584,FedEx,PSL09592621,2025-02-25,Delivered
SHP0000585,ORD0000585,DHL,jwf53163498,2024-09-29,In Transit
SHP0000586,ORD0000586,UPS,zfO36999501,2023-10-23,Pending
SHP0000587,ORD0000587,USPS,jWe22274463,2026-02-13,Delivered
SHP0000588,ORD0000588,FedEx,KWq04742625,2024-01-24,In Transit
SHP0000589,ORD0000589,DHL,fEW11895762,2023-07-02,Delivered
SHP0000590,ORD0000590,USPS,YSf88753128,2024-12-09,Delivered
SHP0000591,ORD0000591,FedEx,RkZ66826781,2025-03-29,Delivered
SHP0000592,ORD0000592,USPS,cSi18448088,2024-06-28,Delivered
SHP0000593,ORD0000593,DHL,nZj03445628,2025-02-09,Pending
SHP0000594,ORD0000594,FedEx,XgS64842543,2025-07-07,In Transit
SHP0000595,ORD0000595,UPS,JmF36236187,2024-07-31,Pending
SHP0000596,ORD0000596,FedEx,xBc60562099,2024-07-20,Delivered
SHP0000597,ORD0000597,UPS,iXe32241779,2024-10-07,Delivered
SHP0000598,ORD0000598,FedEx,qkz43831824,2023-11-09,Delivered
SHP0000599,ORD0000599,USPS,Adh38080614,2023-12-12,In Transit
SHP0000600,ORD0000600,USPS,xJj28012702,2024-05-25,Delivered
SHP0000601,ORD0000601,DHL,PdL28912860,2025-12-15,In Transit
SHP0000602,ORD0000602,FedEx,UpB59659658,2024-06-11,Delivered
SHP0000603,ORD0000603,DHL,KeO62527041,2023-12-15,Delivered
SHP0000604,ORD0000604,FedEx,Jcz97691405,2024-07-15,Delivered
SHP0000605,ORD0000605,USPS,yvC43992543,2023-07-20,Pending
SHP0000606,ORD0000606,FedEx,pZs52166901,2023-06-25,Delivered
SHP0000607,ORD0000607,FedEx,KgW67951423,2025-06-16,Delivered
SHP0000608,ORD0000608,FedEx,Ekj14196656,2025-05-03,Delivered
SHP0000609,ORD0000609,USPS,RXb38908697,2024-09-14,Delivered
SHP0000610,ORD0000610,USPS,utS40934021,2025-01-16,In Transit
SHP0000611,ORD0000611,FedEx,suW84859523,2024-04-16,Delivered
SHP0000612,ORD0000612,UPS,XTL76394747,2024-04-10,Pending
SHP0000613,ORD0000613,FedEx,JmH73467599,2026-03-24,Pending
SHP0000614,ORD0000614,USPS,YyS72835062,2023-11-26,Pending
SHP0000615,ORD0000615,DHL,GMp35371702,2023-10-13,Pending
SHP0000616,ORD0000616,UPS,iCu18433099,2026-06-07,Pending
SHP0000617,ORD0000617,DHL,juu03655120,2025-12-06,Delivered
SHP0000618,ORD0000618,USPS,KrW24555597,2026-04-06,In Transit
SHP0000619,ORD0000619,UPS,dpO81635913,2025-02-25,Delivered
SHP0000620,ORD0000620,FedEx,rrk23379167,2026-06-01,Delivered
SHP0000621,ORD0000621,UPS,pNT32202111,2024-07-13,Delivered
SHP0000622,ORD0000622,DHL,Tdb88020283,2024-10-01,Pending
SHP0000623,ORD0000623,FedEx,OCq17045180,2024-11-28,Delivered
SHP0000624,ORD0000624,DHL,Zdb16828310,2025-10-06,In Transit
SHP0000625,ORD0000625,FedEx,fzY88460325,2023-09-23,In Transit
SHP0000626,ORD0000626,DHL,jGG32895364,2025-03-21,Pending
SHP0000627,ORD0000627,FedEx,RFt82752430,2025-07-31,Pending
SHP0000628,ORD0000628,UPS,hVR50923514,2025-09-08,Pending
SHP0000629,ORD0000629,USPS,rhY58028034,2026-04-18,Delivered
SHP0000630,ORD0000630,UPS,AMM33462072,2024-09-16,In Transit
SHP0000631,ORD0000631,USPS,Awq67310768,2025-07-08,Delivered
SHP0000632,ORD0000632,UPS,Xcc52605026,2023-09-08,Delivered
SHP0000633,ORD0000633,DHL,oQF60158657,2023-08-21,In Transit
SHP0000634,ORD0000634,DHL,zmW68112263,2026-05-03,Delivered
SHP0000635,ORD0000635,DHL,OZU61779940,2025-12-02,Delivered
SHP0000636,ORD0000636,USPS,Eyo02571404,2026-03-10,In Transit
SHP0000637,ORD0000637,USPS,tBk33952373,2025-10-02,Pending
SHP0000638,ORD0000638,USPS,wVb96998584,2025-08-05,Pending
SHP0000639,ORD0000639,FedEx,ALi22741226,2023-12-19,Pending
SHP0000640,ORD0000640,FedEx,RCi40655896,2023-12-21,Delivered
SHP0000641,ORD0000641,USPS,rVb03386932,2023-09-04,In Transit
SHP0000642,ORD0000642,DHL,ljC85558918,2024-04-04,Pending
SHP0000643,ORD0000643,DHL,fgl65739913,2024-12-01,Delivered
SHP0000644,ORD0000644,USPS,fTQ71020869,2025-12-25,Pending
SHP0000645,ORD0000645,FedEx,vMz54176421,2024-03-22,Delivered
SHP0000646,ORD0000646,USPS,ObV34882275,2025-12-30,Delivered
SHP0000647,ORD0000647,DHL,sIU06642184,2024-08-14,Delivered
SHP0000648,ORD0000648,DHL,sck17368668,2025-09-13,Pending
SHP0000649,ORD0000649,DHL,tto37594118,2025-09-21,In Transit
SHP0000650,ORD0000650,UPS,yNg86388790,2025-12-31,Pending
SHP0000651,ORD0000651,USPS,zKz50407366,2024-01-17,Delivered
SHP0000652,ORD0000652,UPS,HWi85030236,2024-10-16,In Transit
SHP0000653,ORD0000653,USPS,cdP44188461,2026-03-13,Delivered
SHP0000654,ORD0000654,FedEx,evn04453124,2025-12-23,Delivered
SHP0000655,ORD0000655,USPS,xQo54421418,2025-10-05,In Transit
SHP0000656,ORD0000656,DHL,tHk97024800,2025-04-03,In Transit
SHP0000657,ORD0000657,DHL,xGe58817972,2026-05-17,Delivered
SHP0000658,ORD0000658,UPS,pbr39852662,2025-12-20,Delivered
SHP0000659,ORD0000659,FedEx,vbK18400357,2025-01-30,In Transit
SHP0000660,ORD0000660,DHL,Aql57701648,2024-04-03,Delivered
SHP0000661,ORD0000661,DHL,pMm15183945,2024-09-29,Pending
SHP0000662,ORD0000662,USPS,tSh45905803,2024-11-15,Delivered
SHP0000663,ORD0000663,UPS,sSW13302787,2025-04-02,Delivered
SHP0000664,ORD0000664,FedEx,Atc43040273,2024-05-29,Pending
SHP0000665,ORD0000665,FedEx,Eeb34623916,2023-08-22,Delivered
SHP0000666,ORD0000666,FedEx,yYV85343734,2025-01-17,Delivered
SHP0000667,ORD0000667,USPS,SqK09413073,2023-12-13,Delivered
SHP0000668,ORD0000668,FedEx,Jxs39294904,2023-06-13,Delivered
SHP0000669,ORD0000669,USPS,aKe78465935,2024-02-07,Delivered
SHP0000670,ORD0000670,UPS,xYK84348714,2025-04-14,In Transit
SHP0000671,ORD0000671,UPS,cSB19818971,2023-12-04,In Transit
SHP0000672,ORD0000672,FedEx,FiH22819009,2026-02-26,Pending
SHP0000673,ORD0000673,UPS,Tye44045419,2024-10-22,Pending
SHP0000674,ORD0000674,DHL,KOv58847318,2024-04-29,Delivered
SHP0000675,ORD0000675,UPS,yfZ92982992,2025-12-14,In Transit
SHP0000676,ORD0000676,USPS,Gzy97907785,2024-02-19,Delivered
SHP0000677,ORD0000677,UPS,TGY01389965,2025-11-11,In Transit
SHP0000678,ORD0000678,DHL,FSt88941168,2026-01-07,In Transit
SHP0000679,ORD0000679,DHL,Fgv16872903,2026-04-20,Delivered
SHP0000680,ORD0000680,FedEx,BTr94050707,2024-02-12,Delivered
SHP0000681,ORD0000681,FedEx,qIt74970249,2026-04-16,In Transit
SHP0000682,ORD0000682,UPS,CHl59372626,2023-09-02,Pending
SHP0000683,ORD0000683,DHL,BNj26877859,2026-02-11,Pending
SHP0000684,ORD0000684,FedEx,Fya78329742,2025-05-28,Pending
SHP0000685,ORD0000685,UPS,det49274794,2024-10-05,Pending
SHP0000686,ORD0000686,UPS,KXs63431892,2026-02-16,Delivered
SHP0000687,ORD0000687,FedEx,TOU88665158,2025-12-15,Delivered
SHP0000688,ORD0000688,DHL,Euo13757418,2024-09-01,In Transit
SHP0000689,ORD0000689,DHL,VEY23762660,2025-10-01,Delivered
SHP0000690,ORD0000690,FedEx,UkT82436642,2024-11-10,Delivered
SHP0000691,ORD0000691,USPS,DTb17133274,2023-10-17,In Transit
SHP0000692,ORD0000692,FedEx,MxV37975789,2025-09-17,In Transit
SHP0000693,ORD0000693,DHL,vmx61354221,2023-12-23,Delivered
SHP0000694,ORD0000694,DHL,kWr84038681,2026-04-15,Delivered
SHP0000695,ORD0000695,DHL,MGS41314455,2025-07-15,Delivered
SHP0000696,ORD0000696,FedEx,HlJ99678752,2025-11-26,Pending
SHP0000697,ORD0000697,DHL,fOh07624600,2024-08-16,Pending
SHP0000698,ORD0000698,FedEx,mWd27525655,2025-06-18,Delivered
SHP0000699,ORD0000699,FedEx,LMJ11962193,2026-06-10,Delivered
SHP0000700,ORD0000700,USPS,uPO13505117,2024-06-28,Pending
SHP0000701,ORD0000701,USPS,cDI13516164,2024-04-24,Delivered
SHP0000702,ORD0000702,UPS,oBI49227875,2023-12-24,Delivered
SHP0000703,ORD0000703,USPS,xAV33638177,2025-01-21,Delivered
SHP0000704,ORD0000704,DHL,Giv19648868,2026-05-22,Pending
SHP0000705,ORD0000705,UPS,CFX55741274,2023-07-18,Delivered
SHP0000706,ORD0000706,UPS,xsu43485109,2023-12-29,Delivered
SHP0000707,ORD0000707,FedEx,pST61708788,2024-10-13,In Transit
SHP0000708,ORD0000708,DHL,mRL74084229,2024-07-22,In Transit
SHP0000709,ORD0000709,UPS,ypQ53295919,2025-05-15,Pending
SHP0000710,ORD0000710,UPS,TJG02296665,2025-04-10,Delivered
SHP0000711,ORD0000711,UPS,ktr33799681,2025-06-23,Pending
SHP0000712,ORD0000712,USPS,VSe55100562,2024-05-20,Delivered
SHP0000713,ORD0000713,UPS,DIq86099951,2023-09-23,Delivered
SHP0000714,ORD0000714,UPS,FzJ91592811,2026-04-24,In Transit
SHP0000715,ORD0000715,USPS,Zld34085069,2025-01-07,Pending
SHP0000716,ORD0000716,USPS,tPr99415472,2024-05-31,Delivered
SHP0000717,ORD0000717,DHL,NjL34343246,2024-04-24,Pending
SHP0000718,ORD0000718,UPS,Qnk04447789,2024-04-30,Pending
SHP0000719,ORD0000719,DHL,CbA53403634,2023-09-28,Delivered
SHP0000720,ORD0000720,USPS,LYU04705369,2026-01-10,In Transit
SHP0000721,ORD0000721,USPS,LFH68180755,2025-06-30,Delivered
SHP0000722,ORD0000722,FedEx,rwB51802982,2025-03-07,In Transit
SHP0000723,ORD0000723,DHL,wUz90379875,2025-03-20,Pending
SHP0000724,ORD0000724,UPS,hbC87209054,2024-03-01,Pending
SHP0000725,ORD0000725,USPS,RPe72213547,2026-02-22,In Transit
SHP0000726,ORD0000726,FedEx,jVt37127581,2023-08-23,Delivered
SHP0000727,ORD0000727,DHL,kQM22772919,2025-12-11,Delivered
SHP0000728,ORD0000728,DHL,XlJ69201103,2023-12-12,Pending
SHP0000729,ORD0000729,FedEx,JbU38541839,2026-04-24,Pending
SHP0000730,ORD0000730,FedEx,IbZ42543893,2024-01-12,Delivered
SHP0000731,ORD0000731,DHL,TcF40838276,2023-12-09,Delivered
SHP0000732,ORD0000732,UPS,sEY75522659,2025-01-28,In Transit
SHP0000733,ORD0000733,UPS,RaZ47418230,2024-06-13,Pending
SHP0000734,ORD0000734,USPS,FJc94986244,2025-04-12,Delivered
SHP0000735,ORD0000735,DHL,nYq82271431,2024-02-22,Delivered
SHP0000736,ORD0000736,FedEx,kTN06942407,2025-12-08,Delivered
SHP0000737,ORD0000737,USPS,WeT76452629,2024-05-01,Pending
SHP0000738,ORD0000738,USPS,wjh95406628,2024-04-14,Pending
SHP0000739,ORD0000739,DHL,QUO72569325,2025-04-18,Pending
SHP0000740,ORD0000740,FedEx,UfB69219856,2023-07-14,Delivered
SHP0000741,ORD0000741,DHL,jWR15396149,2023-06-15,In Transit
SHP0000742,ORD0000742,UPS,aan90206432,2024-12-03,Delivered
SHP0000743,ORD0000743,UPS,HMJ06829704,2024-05-26,In Transit
SHP0000744,ORD0000744,FedEx,nHl80852506,2026-03-09,Delivered
SHP0000745,ORD0000745,DHL,ezA90883804,2024-05-13,In Transit
SHP0000746,ORD0000746,USPS,gxJ66540734,2025-03-26,In Transit
SHP0000747,ORD0000747,FedEx,toI69907123,2026-03-05,Delivered
SHP0000748,ORD0000748,FedEx,pbI28992403,2025-08-13,Delivered
SHP0000749,ORD0000749,FedEx,BEC92110885,2025-11-07,Delivered
SHP0000750,ORD0000750,FedEx,Pdz55204309,2023-08-04,Delivered
SHP0000751,ORD0000751,FedEx,vbc21107756,2024-10-09,Delivered
SHP0000752,ORD0000752,USPS,YLs15022550,2025-04-22,In Transit
